"Дата публикации","Автор","Текст отзыва","Оценка","Количество фотографий","Наличие видео","Теги"
"22 октября, 18:50","Алина","Брала ребёнку， но он интереса не проявил， а я в полнейшем восторге， Алиночка 36 годиков:)) Спасибо большое за отзыв! Мы рады， что ночник звездное небо проектор космонавт понравился вам. Надеемся， что ваши впечатления от него будут только улучшаться со временем. Если у вас возникнут какие-либо вопросы или пожелания， обращайтесь. С уважением， магазин Ночников. ещё",5,0,true,"Нет тегов"
"22 октября, 18:45","Ксения","Упаковка в ужасном состоянии ， на подарок не пойдет Добрый день， Ксения! Извините за доставленные неудобства. Мы обязательно примем во внимание ваш отзыв и постараемся улучшить упаковку товаров в будущем. Надеемся， что ночник звездное небо все же понравится вам или вашим близким. Спасибо за обратную связь и за покупку. Если у вас возникнут еще какие-либо вопросы или пожелания， обращайтесь к нам. С уважением， [Имя компании/магазина] ещё",5,1,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 18:27","Елена","Спасибо за ваш отзыв， Елена! Мы рады， что вам понравился наш ночник звездное небо проектор. Будем рады видеть вас снова в нашем магазине. Если у вас возникнут вопросы или пожелания， обращайтесь к нам уважительно - мы всегда готовы помочь. Спасибо за покупку и хороший отзыв! ещё",5,0,false,"ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 18:13","Герел","Достоинства:очень милый ночник! красиво светит и очень удобно что есть пульт управления Комментарий:рекомендую к покупке! Спасибо большое за отзыв! Мы рады， что вам понравился наш ночник звездное небо. Будем рады видеть вас снова в нашем магазине! ещё. Достоинства:очень милый ночник! красиво светит и очень удобно что есть пульт управления",5,1,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 17:37","Галина","Достоинства:Прикольный， доня восторге Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё. Достоинства:Прикольный， доня восторге",5,0,false,"Нет тегов"
"22 октября, 17:00","Елена","Очень эфектно ， внуки будут в восторге， а главное не надоедает. Спасибо за ваш отзыв， Елена! Мы рады， что ночник звездное небо проектор космонавт порадовал вас и ваших внуков. Надеемся， что он будет радовать вас еще долгое время и создавать уютную атмосферу. С уважением， команда магазина. ещё",5,5,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 16:59","Дарья","Спасибо большое， Дарья， за ваш отзыв! Мы очень рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он принесет вам много уюта и умиротворения в темные вечера. Приятно слышать， что товар оправдал ваши ожидания. Благодарим вас за выбор и желаем вам приятных вечеров в обаятельной атмосфере звездного неба! С наступающим Новым Годом! ещё",5,1,false,"Нет тегов"
"22 октября, 16:54","Покупатель Wildberries","Достоинства:качество просто огонь，хорошо светит и удобно пользоваться Спасибо большое за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо. Если у вас возникнут еще вопросы или пожелания， обращайтесь к нам. Будем рады помочь! ещё. Достоинства:качество просто огонь，хорошо светит и удобно пользоваться",5,2,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"22 октября, 16:46","Наталия","Достоинства:Ребенок счастлив 😄 Комментарий:Маленький， удобный размер. Батарейки в комплекте， устраиваем теперь киносеансы под звездным небом 😁 Спасибо за отзыв， Наталия! Мы рады， что ночник звездное небо пришелся вам по вкусу и вы проводите такие замечательные вечера! Не забудьте заходить к нам еще 😉🌟 ещё. Достоинства:Ребенок счастлив 😄",5,3,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 16:44","Танечка","Достоинства:Заказываю уже 2 раз， крутой Спасибо， Танечка， за отличный отзыв! Мы рады， что вам понравился наш ночник звездное небо. Обращайтесь к нам снова， всегда будем рады помочь! ещё. Достоинства:Заказываю уже 2 раз， крутой",5,1,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 16:38","Инесса","Достоинства:Все Комментарий:Брала на подарко.Маленький.Но отлично освещает. Спасибо за отзыв， Инесса! Рады， что ночник вам понравился и отлично освещает помещение. Надеемся， что он станет отличным подарком для ваших близких. Если у вас возникнут какие-либо вопросы или пожелания， обращайтесь к нам. Будем рады помочь! ещё. Достоинства:Все",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 15:16","Покупатель Wildberries","Достоинства:Наличие пульта управления Недостатки:Огорчило что линза и стекло поцарапаны. И изнутри виднеется слой пыли. Не смотря на наличие защитной пленки. Комментарий:В целом товаром довольна， забавная вещь) Благодарим вас за приобретение нашего ночника со звездным небом! Мы рады， что вам понравился товар и он приносит вам радость. Надеемся， что он будет радовать вас каждую ночь и создавать уютную атмосферу. Если у вас возникнут какие-либо вопросы или пожелания， обращайтесь к нам - мы всегда готовы вам помочь. Спасибо за ваш отзыв! ещё. Достоинства:Наличие пульта управления. Недостатки:Огорчило что линза и стекло поцарапаны. И изнутри виднеется слой пыли. Не смотря на наличие защитной пленки.",5,1,true,"Нет тегов"
"22 октября, 15:01","Евгения","Спасибо большое， Евгения， за ваш положительный отзыв о нашем ночнике звездного неба проекторе космонавта! Мы рады， что вам понравился подарок на Новый год. Обращайтесь к нам снова， мы всегда готовы помочь вам с выбором подарков. С наилучшими пожеланиями， команда нашего магазина. ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 14:53","Колобродова","Достоинства:Вся семья в восторге Спасибо， Колобродова， за ваш отзыв! Мы очень рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он принесет вам много уюта и радости вечерами. Будем рады видеть вас снова в нашем магазине! ещё. Достоинства:Вся семья в восторге",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"22 октября, 14:45","Шарав","Достоинства:Все супер Спасибо， Шарав， за ваш отзыв и высокую оценку! Мы рады， что ночник звездное небо проектор космонавт оказался достойным подарком к новому году. Обращайтесь к нам снова， мы всегда рады помочь! С наилучшими пожеланиями， команда магазина. ещё. Достоинства:Все супер",5,0,false,"Нет тегов"
"22 октября, 14:24","Екатерина","Достоинства:Пришёл целый， всё работает. Ребенок доволен， спит с ночником. Благодарим вас， Екатерина， за ваш отзыв о нашем ночнике звездного неба! Мы рады， что вам понравился товар. Надеемся， что он будет радовать вас и вашего ребенка каждую ночь. С уважением， команда нашего магазина. ещё. Достоинства:Пришёл целый， всё работает. Ребенок доволен， спит с ночником.",5,1,false,"ВНЕШНИЙ ВИД; ВНЕШНИЙ ВИД"
"22 октября, 13:42","Покупатель Wildberries","Достоинства:Эффектно смотрится 👍 Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё. Достоинства:Эффектно смотрится 👍",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 13:15","Мария","Прекрасная вещь，ребенок доволен на 100%✨✨✨✨ Спасибо большое за ваш отзыв， Мария! Мы рады， что ночник звездное небо пришелся по вкусу вашему ребенку и доставил ему радость и удовольствие. Надеемся， что он будет радовать вас еще долгое время. Обращайтесь к нам в любое время， мы всегда рады помочь.✨✨✨✨✨ ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 12:36 · Дополнен","Екатерина","Замечательный ночник! Рекомендую 👍 Закажу ещё на подарок 🎁 Первоначальный отзыв Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,false,"Нет тегов"
"22 октября, 12:04","Мария","Достоинства:Ребенок хотел именно эту игрушку， крайне рад. Проектор крутится в разные стороны， в комплекте дополнительные батарейки， работает исправно Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё. Достоинства:Ребенок хотел именно эту игрушку， крайне рад. Проектор крутится в разные стороны， в комплекте дополнительные батарейки， работает исправно",4,1,true,"Нет тегов"
"22 октября, 11:52","Покупатель Wildberries","Достоинства:Не дорогая цена， яркость хорошая， освещает комнату нормально Недостатки:- Комментарий:Для вайба， сойдет Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё. Достоинства:Не дорогая цена， яркость хорошая， освещает комнату нормально. Недостатки:-",5,0,false,"ХОРОШЕЕ КАЧЕСТВО; ХОРОШЕЕ КАЧЕСТВО"
"22 октября, 11:40","Покупатель Wildberries","Достоинства:Внешне понравился， ещё не пользовались， куплен на подарок Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё. Достоинства:Внешне понравился， ещё не пользовались， куплен на подарок",5,0,false,"ВНЕШНИЙ ВИД; ВНЕШНИЙ ВИД"
"22 октября, 11:06","Ирина","Спасибо， Ирина， за ваш отзыв! Мы очень рады， что вам понравился наш ночник звездное небо проектор. Надеемся， что он будет радовать вас и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова у нас в магазине. С наступающим Новым Годом! ещё",5,2,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 11:00","Александр","Спасибо， Александр， за ваш отзыв о нашем ночнике звездного неба проекторе космонавт! Мы рады， что вам понравился подарок к Новому году. Будем рады видеть вас снова в нашем магазине. Удачных покупок! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 10:16","Анна Дворник","Спасибо， Анна， за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо проектор. Надеемся， что он будет радовать вас и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова в нашем магазине! С наступающим Новым годом! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"22 октября, 08:56","Татьяна","Достоинства:Классный Спасибо за ваш отзыв， Татьяна! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он будет ярким украшением вашего дома и подарит вам много уютных вечеров. С уважением， команда нашего магазина. ещё. Достоинства:Классный",5,0,false,"Нет тегов"
"22 октября, 08:44","Ольга","Недостатки:В комплекте пюльт пришел не рабочий. Здравствуйте，свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера， раздел Профиль > Покупки > наведите мышку на товар， снизу появиться всплывающая строка ""Чат с продавцом"". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре， выбрать раздел ""Написать продавцу"". Благодарим за обращение. ещё. Недостатки:В комплекте пюльт пришел не рабочий.",3,0,false,"БРАК; БРАК"
"22 октября, 07:54","Лиза","Достоинства:все очень понравилось 🥰 Благодарим вас， Лиза， за ваш отзыв и оценку нашего ночника звездного неба! Мы очень рады， что он вам понравился. Обращайтесь к нам снова， мы всегда рады помочь вам подарить уют и комфорт в вашем доме. Спасибо за ваш выбор! ещё. Достоинства:все очень понравилось 🥰",5,1,true,"Нет тегов"
"22 октября, 07:50","Елена","Спасибо， Елена， за ваш отзыв! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Надеемся， что он будет приносить вам радость и уютные моменты вечером. Будем рады видеть вас снова в нашем магазине. С наступающим Новым Годом! 🌟🎄 ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"22 октября, 06:53","Карина","Спасибо большое за ваш отзыв， Карина! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Мы стараемся делать только качественные товары для наших клиентов. Обращайтесь к нам снова， будем рады помочь вам подобрать подарок к следующему новому году! ещё",5,0,false,"ХОРОШЕЕ КАЧЕСТВО; ХОРОШЕЕ КАЧЕСТВО"
"22 октября, 06:52","Валентина","Спасибо большое， Валентина， за ваш отзыв! Мы рады， что ночник звездное небо проектор космонавт стал отличным подарком к Новому году. Надеемся， что он будет радовать вас каждую ночь и создавать уютную атмосферу в вашем доме. Будем рады видеть вас снова у нас! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"22 октября, 04:30","Покупатель Wildberries","Достоинства:Упаковка + Недостатки:Не работает от батареи ， только при включении в розетку Комментарий:Не заряжает батарею Здравствуйте，свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера， раздел Профиль > Покупки > наведите мышку на товар， снизу появиться всплывающая строка ""Чат с продавцом"". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре， выбрать раздел ""Написать продавцу"". Благодарим за обращение. ещё. Достоинства:Упаковка +. Недостатки:Не работает от батареи ， только при включении в розетку",3,0,false,"Нет тегов"
"22 октября, 04:07","Татьяна","Достоинства:Маленький и компактный， но освещает комнату хорошо， яркие звёзды， красивые цвета， с пульта можно переключить на любой который цвет по душе. Комментарий:Ребёнок наконец-то хочет спать один в своей комнате. Рекомендую Спасибо большое за ваш отзыв， Татьяна! Мы рады， что ночник звездное небо помог вашему ребенку уснуть в своей комнате. Будем рады видеть вас снова в нашем магазине! ещё. Достоинства:Маленький и компактный， но освещает комнату хорошо， яркие звёзды， красивые цвета， с пульта можно переключить на любой который цвет по душе.",5,2,true,"Нет тегов"
"22 октября, 00:46","Ирина","Как ночник для детской вообще огонь. Маленький， компактный детализированный космонавт не занимает много места. Очень радует что он не на батарейках. И проекция яркая видео полной картины не передает. Есть и минус пульт управления работает с очень близкого расстояния， почти в притык. А так покупкой на сегодня довольна рекомендую 👍 спасибо Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,2,true,"Нет тегов"
"22 октября, 00:33","Галина","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"21 октября, 23:34","Мария","Достоинства:Классный ночник， но очень яркие звезды， прям ослепляют. Дочь засыпает только в режиме синего северного сияния. Но в целом креативно， ребенку нравится- это главное) Спасибо， Мария， за ваш отзыв о нашем ночнике звездного неба проекторе космонавте! Мы рады， что вам понравился наш товар и надеемся， что он принесет вам много радости и уюта. Будем рады видеть вас снова в нашем магазине. С Новым годом! ещё. Достоинства:Классный ночник， но очень яркие звезды， прям ослепляют. Дочь засыпает только в режиме синего северного сияния. Но в целом креативно， ребенку нравится- это главное)",5,0,false,"Нет тегов"
"21 октября, 23:32","Злой Енот","Достоинства:Красиво Недостатки:Минусов нет Спасибо большое за отличный отзыв! Мы рады， что вам понравился наш ночник звездное небо. Обращайтесь к нам снова， мы всегда рады помочь вам подобрать качественные товары! ещё. Достоинства:Красиво. Недостатки:Минусов нет",5,2,true,"Нет тегов"
"21 октября, 22:49","Денис","Достоинства:Сам ночник очень хороший， качество отличное Недостатки:В комплекте нет батареек для пульта， не убирается клей от наклейки с QR кодом Комментарий:Брал на подарок， обидно получилось， что упаковка осталась в клее. Сам ночник хорошо работает Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё. Достоинства:Сам ночник очень хороший， качество отличное. Недостатки:В комплекте нет батареек для пульта， не убирается клей от наклейки с QR кодом",4,0,false,"ХОРОШЕЕ КАЧЕСТВО; ХОРОШЕЕ КАЧЕСТВО"
"21 октября, 21:53","Алена","Достоинства:Отличный прожектор， все работает， дополнение к елочке в Новый год)) рекомендую!! Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё. Достоинства:Отличный прожектор， все работает， дополнение к елочке в Новый год)) рекомендую!!",5,3,true,"Нет тегов"
"21 октября, 21:45","Анастасия","Достоинства:Компактный， не занимает много места， а звезды по всему потолку👍🏻 Комментарий:Уже дарила космонавта подруге， для ее сына. Теперь когда родила дочку это чудо решила заказать и нам. Дочка с удовольствием разглядывает потолок ведь на нем звезды . Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё. Достоинства:Компактный， не занимает много места， а звезды по всему потолку👍🏻",5,2,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"21 октября, 21:08","Покупатель Wildberries","Спасибо за ваш отзыв о нашем звездном небе проекторе космонавт! Мы очень рады， что вам понравился товар и вы оценили его наивысшей оценкой. Будем рады видеть вас снова в нашем магазине и помочь вам выбрать подарок для близких и друзей. Всегда готовы помочь вам создать уютную и волшебную атмосферу в вашем доме. С наступающим Новым Годом! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"21 октября, 20:47","Анастасия","Достоинства:Перестали работать звезды， на второй день пользования Недостатки:Быстро сломалось Здравствуйте，свяжитесь с нами в чате с продавцом и мы постараемся разрешить проблему.Если вы осуществляете вход в личный кабинет с компьютера， раздел Профиль > Покупки > наведите мышку на товар， снизу появиться всплывающая строка ""Чат с продавцом"". Если вы осуществляете вход с мобильного телефона Профиль > Покупки > нажать три точки на купленном товаре， выбрать раздел ""Написать продавцу"". Благодарим за обращение. ещё. Достоинства:Перестали работать звезды， на второй день пользования. Недостатки:Быстро сломалось",3,0,false,"ПЛОХОЕ КАЧЕСТВО; ПЛОХОЕ КАЧЕСТВО"
"21 октября, 20:29","Виктория","Спасибо， Виктория， за отличный отзыв! Мы рады， что ночник звездное небо проектор космонавт стал таким прекрасным подарком к Новому году. Мы всегда стараемся угодить нашим клиентам и рады， что вам понравился наш товар. Обращайтесь к нам снова， мы всегда готовы помочь вам с выбором подарков и других товаров! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО"
"21 октября, 20:28","Гульнара","Достоинства:Очень нравится， рекомендую!! Отличный ночник 👍 Благодарим вас， Гульнара， за положительный отзыв о нашем ночнике ""Звездное небо"". Мы очень рады， что товар оправдал ваши ожидания. Обращайтесь к нам снова， мы всегда рады помочь! ещё. Достоинства:Очень нравится， рекомендую!! Отличный ночник 👍",5,1,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"21 октября, 20:27","Анна","Ребёнок в восторге， очень красиво. Пришло всё целое. Спасибо， Анна， за ваш отзыв! Рады， что ночник с звездным небом понравился вашему ребенку. Мы стараемся отправлять товары в надежной упаковке， чтобы они дошли до вас целыми. Обращайтесь к нам снова， если вам понадобится что-то еще. Всегда рады помочь! ещё",5,0,false,"Нет тегов"
"21 октября, 20:05","Людмила","Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,false,"ХОРОШЕЕ КАЧЕСТВО; ХОРОШЕЕ КАЧЕСТВО"
"21 октября, 19:55","Александр","Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё",5,0,false,"ХОРОШЕЕ КАЧЕСТВО; ХОРОШЕЕ КАЧЕСТВО"
"21 октября, 19:49","Юлия","Добрый день! Благодарим вас за оставленный отзыв и выбор нашей компании. Пользуйтесь с удовольствием! Также вы можете ознакомиться с большим ассортиментом товаров нашего магазина. Мы уверены， что найдете еще что-то， что придется вам по душе по приятной цене! Желаем выгодных покупок :) ещё",5,0,false,"ВНЕШНИЙ ВИД; ВНЕШНИЙ ВИД"
"21 октября, 19:22","Елена","Достоинства:Светят как в описании. Комментарий:Рекомендую к покупке 👍 Спасибо большое за ваш отзыв， Елена! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Будем рады видеть вас снова у нас в магазине. Новогодние подарки успейте приобрести заранее! 🎁🌟 ещё. Достоинства:Светят как в описании.",5,0,false,"Нет тегов"
"21 октября, 19:04","Светлана","Достоинства:Хороший ночник， но нам маленький поэтому возврат Спасибо за ваш отзыв， Светлана! Мы рады， что вам понравился наш ночник звездное небо проектор космонавт. Пусть этот подарок принесет вам много радости и уюта в новом году. Обращайтесь к нам снова! ещё. Достоинства:Хороший ночник， но нам маленький поэтому возврат",5,0,false,"Нет тегов"
"21 октября, 18:49","Карина","Достоинства:Компактный， упакован хорошо， всё целое. Пульт в комплекте. Есть таймер， что для меня огромный+ Комментарий:Сборка простая， ребёнок доволен， свет не сильно яркий. Вроде， можно регулировать мощность， но пока не разобралась как. Спасибо， Карина， за ваш отзыв! Рады， что сборка была простой и ваш ребенок доволен ночником. Чтобы регулировать яркость света， нужно нажимать и удерживать кнопку включения. Надеемся， что смогли разобраться и наслаждаетесь звездным небом вместе с вашим малышом! Если возникнут еще вопросы， обращайтесь. ещё. Достоинства:Компактный， упакован хорошо， всё целое. Пульт в комплекте. Есть таймер， что для меня огромный+",5,3,true,"Нет тегов"
"21 октября, 18:47","Настя","Достоинства:Качество. Красота неба， удобство в использовании! Ребенку 6 мес очень понравилось! Спасибо продавцу! Недостатки:От сети - но это не минус. В описании было написано. Комментарий:Очень рада покупке. А цена -сказка! Спасибо за ваш отзыв， Настя! Мы рады， что вам понравился наш ночник звездное небо. Мы стараемся делать качественные товары по доступной цене для наших клиентов. Обращайтесь к нам еще， мы всегда рады помочь! ещё. Достоинства:Качество. Красота неба， удобство в использовании! Ребенку 6 мес очень понравилось! Спасибо продавцу!. Недостатки:От сети - но это не минус. В описании было написано.",5,1,true,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
"21 октября, 18:29","Любовь","Замечательный ночник просто💗все очень красиво и работает Здравствуйте !Спасибо большое за ваш отзыв и высокую оценку! Нам очень приятно， что товар вам понравился. Мы стараемся поддерживать высокое качество и сервис， чтобы каждый покупатель оставался доволен. Будем рады видеть вас снова! ещё",5,0,false,"ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ; ВНЕШНИЙ ВИД; ХОРОШЕЕ КАЧЕСТВО; УДОБНО ПОЛЬЗОВАТЬСЯ"
